Vote,Sector,Subprogram,Financial Year,"Approved Budget (UGX, Millions)",Released Budget (UGX),Actual Expenditure (UGX),Performance (%),Deviation (UGX),Execution Status,Source File
13,Education,"VF:0701 Pre-Primary and Primary Education
Class:Outputs Provided
070101 Policies, laws, guidelines, plans and strategies
070102 Instructional Materials for Primary Schools
070103 Monitoring and Supervision of Primary Schools
070105 Support to war affected children in Northern Uganda
Class:Outputs Funded
070151 Assessment of Primary Education (PLE)
070153 Primary Teacher Development (PTC's)
Class:Capital Purchases
070180 Classroom construction and rehabilitation (Primary)",2013-14,27.44,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0701 Pre-Primary and Primary Education
Class:Outputs Provided
070101 Policies, laws, guidelines, plans and strategies
070102 Instructional Materials for Primary Schools
070103 Monitoring and Supervision of Primary Schools
070105 Support to war affected children in Northern Uganda
Class:Outputs Funded
070151 Assessment of Primary Education (PLE)
070153 Primary Teacher Development (PTC's)
Class:Capital Purchases
070180 Classroom construction and rehabilitation (Primary)",2013-14,27.44,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0702 Secondary Education
Class:Outputs Provided
070201 Policies, laws, guidelines plans and strategies
070202 Instructional Materials for Secondary Schools
070203 Monitoring and Supervision of Secondary Schools
070204 Training of Secondary Teachers
070205 Monitoring USE Placements in Private Schools
Class:Outputs Funded
070251 USE Tuition Support
070253 Secondary Examinations (UNEB)
Class:Capital Purchases
070275 Purchase of Motor Vehicles and Other Transport Equipment
070280 Classroom construction and rehabilitation (Secondary)",2013-14,32.08,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0702 Secondary Education
Class:Outputs Provided
070201 Policies, laws, guidelines plans and strategies
070202 Instructional Materials for Secondary Schools
070203 Monitoring and Supervision of Secondary Schools
070204 Training of Secondary Teachers
070205 Monitoring USE Placements in Private Schools
Class:Outputs Funded
070251 USE Tuition Support
070253 Secondary Examinations (UNEB)
Class:Capital Purchases
070275 Purchase of Motor Vehicles and Other Transport Equipment
070280 Classroom construction and rehabilitation (Secondary)",2013-14,32.08,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0702 Secondary Education
Class:Outputs Provided
070201 Policies, laws, guidelines plans and strategies
070202 Instructional Materials for Secondary Schools
070203 Monitoring and Supervision of Secondary Schools
070204 Training of Secondary Teachers
070205 Monitoring USE Placements in Private Schools
Class:Outputs Funded
070251 USE Tuition Support
070253 Secondary Examinations (UNEB)
Class:Capital Purchases
070275 Purchase of Motor Vehicles and Other Transport Equipment
070280 Classroom construction and rehabilitation (Secondary)",2013-14,32.08,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0703 Special Needs Education, Guidance and Counselling
Class:Outputs Provided
070301 Policies, laws, guidelines, plans and strategies
070302 Advocacy,Sensitisation and Information Dissemmination
070303 Monitoring and Supervision of Special Needs Facilities
Class:Outputs Funded
070351 Special Needs Education Services",2013-14,2.16,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0705 Skills Development 40.70 37.99 37.84 93.3% 93.0% 99.6%
Class:Outputs Provided 4.61 3.78 3.77 82.1% 81.8% 99.6%
070501 Policies, laws, guidelines plans and strategies 4.01 3.19 3.18 79.5% 79.3% 99.8%
070502 Training and Capacity Building of BTVET Institutions 0.56 0.56 0.56 100.0% 100.0% 100.0%
070503 Monitoring and Supervision of BTVET Institutions 0.04 0.03 0.03 87.0% 72.2% 83.1%
Class:Outputs Funded 23.85 22.74 22.61 95.4% 94.8% 99.4%
070551 Operational Support to UPPET BTVET Institutions 2.04 1.88 1.88 92.4% 92.4% 100.0%
070552 Assessment and Technical Support for Health Workers and 7.66 7.02 7.02 91.7% 91.7% 100.0%
Colleges
070553 Assessment and Profiling of Industrial Skills (DIT, Industrial 1.10 1.01 1.01 91.4% 91.4% 100.0%
Training Council)
070554 Operational Support to Government Technical Colleges 13.05 12.84 12.70 98.3% 97.3% 99.0%
Class:Capital Purchases 12.24 11.46 11.46 93.6% 93.6% 100.0%
070572 Government Buildings and Administrative Infrastructure 0.54 0.54 0.54 100.0% 100.0% 100.0%
070573 Roads, Streets and Highways 0.10 0.09 0.09 88.0% 88.0% 100.0%
070577 Purchase of Specialised Machinery & Equipment 1.76 1.67 1.67 94.8% 94.8% 100.0%
070578 Purchase of Office and Residential Furniture and Fittings 0.23 0.15 0.15 64.3% 64.3% 100.0%
070580 Construction and rehabilitation of learning facilities (BTEVET) 7.71 7.70 7.70 99.9% 99.9% 100.0%
070581 Classroom construction and rehabilitation (BTVET) 0.77 0.69 0.69 89.0% 89.0% 100.0%
070582 Construction and rehabilitation of Accomodation facilities 1.13 0.63 0.63 55.6% 55.6% 100.0%
(BTVET)",2013-14,40.7,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
14,Health,"VF:0705 Skills Development 40.70 37.99 37.84 93.3% 93.0% 99.6%
Class:Outputs Provided 4.61 3.78 3.77 82.1% 81.8% 99.6%
070501 Policies, laws, guidelines plans and strategies 4.01 3.19 3.18 79.5% 79.3% 99.8%
070502 Training and Capacity Building of BTVET Institutions 0.56 0.56 0.56 100.0% 100.0% 100.0%
070503 Monitoring and Supervision of BTVET Institutions 0.04 0.03 0.03 87.0% 72.2% 83.1%
Class:Outputs Funded 23.85 22.74 22.61 95.4% 94.8% 99.4%
070551 Operational Support to UPPET BTVET Institutions 2.04 1.88 1.88 92.4% 92.4% 100.0%
070552 Assessment and Technical Support for Health Workers and 7.66 7.02 7.02 91.7% 91.7% 100.0%
Colleges
070553 Assessment and Profiling of Industrial Skills (DIT, Industrial 1.10 1.01 1.01 91.4% 91.4% 100.0%
Training Council)
070554 Operational Support to Government Technical Colleges 13.05 12.84 12.70 98.3% 97.3% 99.0%
Class:Capital Purchases 12.24 11.46 11.46 93.6% 93.6% 100.0%
070572 Government Buildings and Administrative Infrastructure 0.54 0.54 0.54 100.0% 100.0% 100.0%
070573 Roads, Streets and Highways 0.10 0.09 0.09 88.0% 88.0% 100.0%
070577 Purchase of Specialised Machinery & Equipment 1.76 1.67 1.67 94.8% 94.8% 100.0%
070578 Purchase of Office and Residential Furniture and Fittings 0.23 0.15 0.15 64.3% 64.3% 100.0%
070580 Construction and rehabilitation of learning facilities (BTEVET) 7.71 7.70 7.70 99.9% 99.9% 100.0%
070581 Classroom construction and rehabilitation (BTVET) 0.77 0.69 0.69 89.0% 89.0% 100.0%
070582 Construction and rehabilitation of Accomodation facilities 1.13 0.63 0.63 55.6% 55.6% 100.0%
(BTVET)",2013-14,40.7,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"Output Class: Outputs Provided
211101 General Staff Salaries
211102 Contract Staff Salaries (Incl. Casuals, Temporary)
211103 Allowances
213001 Medical expenses (To employees)
221001 Advertising and Public Relations
221002 Workshops and Seminars
221003 Staff Training
221004 Recruitment Expenses
221006 Commissions and related charges
221007 Books, Periodicals & Newspapers
221008 Computer supplies and Information Technology (IT)
221009 Welfare and Entertainment
221011 Printing, Stationery, Photocopying and Binding
221012 Small Office Equipment
221016 IFMS Recurrent costs
222001 Telecommunications
222002 Postage and Courier
222003 Information and communications technology (ICT)
223002 Rates
223003 Rent – (Produced Assets) to private entities
223004 Guard and Security services
223005 Electricity
223006 Water
223901 Rent – (Produced Assets) to other govt. units
224002 General Supply of Goods and Services
225001 Consultancy Services- Short term
225002 Consultancy Services- Long-term
226001 Insurances
227001 Travel inland
227002 Travel abroad
227004 Fuel, Lubricants and Oils
228001 Maintenance - Civil
228002 Maintenance - Vehicles
228003 Maintenance – Machinery, Equipment & Furniture
282104 Compensation to 3rd Parties
Output Class: Outputs Funded
262101 Contributions to International Organisations (Curren
263106 Other Current grants
263340 Other grants
264101 Contributions to Autonomous Institutions
264102 Contributions to Autonomous Institutions (Wage Su
321419 Conditional transfers to Secondary Schools
321440 Other grants
Output Class: Capital Purchases
231001 Non Residential buildings (Depreciation)
231002 Residential buildings (Depreciation)
231003 Roads and bridges (Depreciation)
231004 Transport equipment
231005 Machinery and equipment
231006 Furniture and fittings (Depreciation)
281503 Engineering and Design Studies & Plans for capital
281504 Monitoring, Supervision & Appraisal of capital wor
312206 Gross Tax
Output Class: Arrears
321605 Domestic arrears (Budgeting)",2013-14,58.53,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"Output Class: Outputs Provided
211101 General Staff Salaries
211102 Contract Staff Salaries (Incl. Casuals, Temporary)
211103 Allowances
213001 Medical expenses (To employees)
221001 Advertising and Public Relations
221002 Workshops and Seminars
221003 Staff Training
221004 Recruitment Expenses
221006 Commissions and related charges
221007 Books, Periodicals & Newspapers
221008 Computer supplies and Information Technology (IT)
221009 Welfare and Entertainment
221011 Printing, Stationery, Photocopying and Binding
221012 Small Office Equipment
221016 IFMS Recurrent costs
222001 Telecommunications
222002 Postage and Courier
222003 Information and communications technology (ICT)
223002 Rates
223003 Rent – (Produced Assets) to private entities
223004 Guard and Security services
223005 Electricity
223006 Water
223901 Rent – (Produced Assets) to other govt. units
224002 General Supply of Goods and Services
225001 Consultancy Services- Short term
225002 Consultancy Services- Long-term
226001 Insurances
227001 Travel inland
227002 Travel abroad
227004 Fuel, Lubricants and Oils
228001 Maintenance - Civil
228002 Maintenance - Vehicles
228003 Maintenance – Machinery, Equipment & Furniture
282104 Compensation to 3rd Parties
Output Class: Outputs Funded
262101 Contributions to International Organisations (Curren
263106 Other Current grants
263340 Other grants
264101 Contributions to Autonomous Institutions
264102 Contributions to Autonomous Institutions (Wage Su
321419 Conditional transfers to Secondary Schools
321440 Other grants
Output Class: Capital Purchases
231001 Non Residential buildings (Depreciation)
231002 Residential buildings (Depreciation)
231003 Roads and bridges (Depreciation)
231004 Transport equipment
231005 Machinery and equipment
231006 Furniture and fittings (Depreciation)
281503 Engineering and Design Studies & Plans for capital
281504 Monitoring, Supervision & Appraisal of capital wor
312206 Gross Tax
Output Class: Arrears
321605 Domestic arrears (Budgeting)",2013-14,58.53,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,VF:0751 Delivery of Tertiary Education and Research,2013-14,17.17,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,VF:0751 Delivery of Tertiary Education and Research,2013-14,17.17,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0751 Delivery of Tertiary Education and Research
Class:Outputs Provided
075101 Teaching and Training
075102 Research, Consultancy and Publications
075103 Outreach
075104 Students' Welfare
075105 Administration and Support Services
Class:Capital Purchases
075172 Government Buildings and Administrative Infrastructure
075173 Roads, Streets and Highways
075175 Purchase of Motor Vehicles and Other Transport Equipment
075176 Purchase of Office and ICT Equipment, including Software
075177 Purchase of Specialised Machinery & Equipment
075178 Purchase of Office and Residential Furniture and Fittings",2013-14,14.97,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0751 Delivery of Tertiary Education and Research
Class:Outputs Provided
075101 Teaching and Training
075102 Research, Consultancy and Publications
075103 Outreach
075104 Students' Welfare
075105 Administration and Support Services
Class:Capital Purchases
075172 Government Buildings and Administrative Infrastructure
075173 Roads, Streets and Highways
075175 Purchase of Motor Vehicles and Other Transport Equipment
075176 Purchase of Office and ICT Equipment, including Software
075177 Purchase of Specialised Machinery & Equipment
075178 Purchase of Office and Residential Furniture and Fittings",2013-14,14.97,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"222001 Telecommunications
222002 Postage and Courier
222003 Information and communications technology (ICT)
223003 Rent – (Produced Assets) to private entities
223004 Guard and Security services
223005 Electricity
223006 Water
223007 Other Utilities- (fuel, gas, firewood, charcoal)
224001 Medical and Agricultural supplies
224002 General Supply of Goods and Services
225001 Consultancy Services- Short term
225002 Consultancy Services- Long-term
226001 Insurances
227001 Travel inland
227002 Travel abroad
227004 Fuel, Lubricants and Oils
228001 Maintenance - Civil
228002 Maintenance - Vehicles
228003 Maintenance – Machinery, Equipment & Furniture
282101 Donations
282102 Fines and Penalties/ Court wards
282103 Scholarships and related costs
Output Class: Capital Purchases
231001 Non Residential buildings (Depreciation)
231003 Roads and bridges (Depreciation)
231004 Transport equipment
231005 Machinery and equipment
231006 Furniture and fittings (Depreciation)
312206 Gross Tax",2013-14,0.22,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,VF:0708 Education and Social Services,2013-14,27.76,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0708 Education and Social Services
Class:Outputs Provided
070802 School Inspection
070807 Secondary Education Services (Wage)
070808 Tertiary Education Services (Wage)
070809 Tertiary Education Services (Wage)
Class:Outputs Funded
070851 Primary education services
070852 Secondary education services
070853 Tertiary education services
070854 Health Training Institutions
070855 Primary Teachers' Colleges
Class:Capital Purchases
070880 Primary education infrastructure construction
070881 Secondary education infrastructure construction",2013-14,26.58,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0708 Education and Social Services
Class:Outputs Provided
070802 School Inspection
070807 Secondary Education Services (Wage)
070808 Tertiary Education Services (Wage)
070809 Tertiary Education Services (Wage)
Class:Outputs Funded
070851 Primary education services
070852 Secondary education services
070853 Tertiary education services
070854 Health Training Institutions
070855 Primary Teachers' Colleges
Class:Capital Purchases
070880 Primary education infrastructure construction
070881 Secondary education infrastructure construction",2013-14,26.58,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0708 Education and Social Services
Class:Outputs Provided
070802 School Inspection
070807 Secondary Education Services (Wage)
070808 Tertiary Education Services (Wage)
070809 Tertiary Education Services (Wage)
Class:Outputs Funded
070851 Primary education services
070852 Secondary education services
070853 Tertiary education services
070854 Health Training Institutions
070855 Primary Teachers' Colleges
Class:Capital Purchases
070880 Primary education infrastructure construction
070881 Secondary education infrastructure construction",2013-14,26.58,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0708 Education and Social Services
Class:Outputs Provided
070802 School Inspection
070807 Secondary Education Services (Wage)
070808 Tertiary Education Services (Wage)
070809 Tertiary Education Services (Wage)
Class:Outputs Funded
070851 Primary education services
070852 Secondary education services
070853 Tertiary education services
070854 Health Training Institutions
070855 Primary Teachers' Colleges
Class:Capital Purchases
070880 Primary education infrastructure construction
070881 Secondary education infrastructure construction",2013-14,26.58,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
